epoch,accuracy,loss,val_accuracy,val_loss
0,0.4946386516094208,0.706974446773529,0.5223152041435242,0.6928549408912659
1,0.5200069546699524,0.6922397017478943,0.5324267745018005,0.6924027800559998
2,0.5287246108055115,0.6887184381484985,0.5397489666938782,0.6915615797042847
3,0.5349141359329224,0.6863163709640503,0.5380055904388428,0.6902369856834412
4,0.5368320345878601,0.683254063129425,0.5407949686050415,0.6881135702133179
5,0.548513650894165,0.6805275678634644,0.5488144755363464,0.6851164102554321
6,0.5566210150718689,0.6775464415550232,0.5620641708374023,0.6812986731529236
7,0.5633336305618286,0.673374593257904,0.5683403015136719,0.6766507625579834
8,0.5707436203956604,0.669286847114563,0.5774058699607849,0.6714791059494019
9,0.5725743174552917,0.6654794812202454,0.5767084956169128,0.6660489439964294
10,0.580768883228302,0.6610520482063293,0.5770571827888489,0.6611215472221375
11,0.591230034828186,0.6572573184967041,0.5843793749809265,0.6559747457504272
12,0.595676064491272,0.6516134142875671,0.5847280621528625,0.6518548727035522
13,0.5968093276023865,0.6462770104408264,0.5861227512359619,0.6478729248046875
14,0.6042193174362183,0.642101526260376,0.5896095037460327,0.6445128321647644
15,0.6104960441589355,0.6359075903892517,0.59030681848526,0.6417518258094788
16,0.6131113171577454,0.6330978274345398,0.5976290106773376,0.6387757062911987
17,0.6211315393447876,0.6259740591049194,0.6018131375312805,0.6353449821472168
18,0.6232237815856934,0.6218510270118713,0.6028591394424438,0.6295167803764343
19,0.6390898823738098,0.6163727045059204,0.607740581035614,0.6249769926071167
20,0.6380437612533569,0.6104001998901367,0.6133193969726562,0.6197236776351929
21,0.6477203369140625,0.6054368019104004,0.6178521513938904,0.6155139803886414
22,0.6565251350402832,0.6025197505950928,0.6286610960960388,0.6088564395904541
23,0.6529509425163269,0.598676860332489,0.6380752921104431,0.6021215915679932
24,0.6669862866401672,0.5913544297218323,0.6398186683654785,0.5966148972511292
25,0.669252872467041,0.5892419815063477,0.6443514823913574,0.5914342999458313
26,0.6808473467826843,0.5838525891304016,0.6460948586463928,0.5850290060043335
27,0.6815447807312012,0.58196622133255,0.6562064290046692,0.5812823176383972
28,0.6954929828643799,0.5753805041313171,0.6701534390449524,0.5757597088813782
29,0.6982825994491577,0.570702314376831,0.6841003894805908,0.5704420208930969
30,0.7002004981040955,0.5679512023925781,0.6914225816726685,0.5656472444534302
31,0.6983698010444641,0.5647860169410706,0.7011855244636536,0.5620372295379639
32,0.7099642753601074,0.5630751252174377,0.7126917839050293,0.5586203932762146
33,0.716415286064148,0.5586065649986267,0.7221059799194336,0.5546640753746033
34,0.7117077708244324,0.5569599866867065,0.7248954176902771,0.5509475469589233
35,0.7183331847190857,0.5529823899269104,0.7315202355384827,0.5474175214767456
36,0.720163881778717,0.5479285717010498,0.7353556752204895,0.5443112850189209
37,0.720163881778717,0.5475062727928162,0.7339609265327454,0.5418223738670349
38,0.7239996790885925,0.5473001003265381,0.7339609265327454,0.5404677987098694
39,0.7260918617248535,0.5433974266052246,0.7433751821517944,0.5375735759735107
40,0.7253944873809814,0.5415193438529968,0.7423291206359863,0.5350625514984131
41,0.7304506897926331,0.537002682685852,0.7440724968910217,0.5338385701179504
42,0.7328916192054749,0.5363513231277466,0.7472106218338013,0.5302082896232605
43,0.735071063041687,0.5339674353599548,0.7479079365730286,0.5280834436416626
44,0.7331531643867493,0.533554196357727,0.7489539980888367,0.526154637336731
45,0.7386452555656433,0.5288746356964111,0.7506973743438721,0.5247623920440674
46,0.7392554879188538,0.5269479751586914,0.7517433762550354,0.5223855972290039
47,0.7409118413925171,0.5270429253578186,0.7562761306762695,0.5197683572769165
48,0.7460552453994751,0.5212761163711548,0.7573221921920776,0.5170019865036011
49,0.7450963258743286,0.522150993347168,0.7601115703582764,0.51493901014328
50,0.7516345381736755,0.5149479508399963,0.7622036337852478,0.5117591023445129
51,0.7481474876403809,0.5149475336074829,0.7618549466133118,0.5092098116874695
52,0.7567779421806335,0.511650800704956,0.7656903862953186,0.5061367154121399
53,0.7586086392402649,0.5076473355293274,0.7660390734672546,0.502189576625824
54,0.7645366787910461,0.50397127866745,0.7730125784873962,0.4997633993625641
55,0.7627931237220764,0.5039013624191284,0.7771966457366943,0.4970339238643646
56,0.7644494771957397,0.5006385445594788,0.7796373963356018,0.4946620762348175
57,0.7736030220985413,0.49489423632621765,0.7852161526679993,0.49018535017967224
58,0.7730799317359924,0.49385738372802734,0.7900976538658142,0.48724812269210815
59,0.77761310338974,0.491439551115036,0.793235719203949,0.484061598777771
60,0.7784848809242249,0.48823800683021545,0.7949790954589844,0.4815136194229126
61,0.7823206186294556,0.48411956429481506,0.8029986023902893,0.4783843159675598
62,0.7818847298622131,0.48301905393600464,0.8061366677284241,0.4744360148906708
63,0.7864179015159607,0.47937828302383423,0.8138075470924377,0.4727020561695099
64,0.7879871129989624,0.4772484600543976,0.8138075470924377,0.469201922416687
65,0.7945253252983093,0.47267311811447144,0.8186889886856079,0.4663603603839874
66,0.7940894365310669,0.46614035964012146,0.8179916143417358,0.4630865752696991
67,0.7926074266433716,0.46909767389297485,0.8214783668518066,0.45947834849357605
68,0.7956585884094238,0.4666416049003601,0.8256624937057495,0.457964688539505
69,0.798012375831604,0.4647197425365448,0.8298465609550476,0.455043226480484
70,0.802807092666626,0.45696109533309937,0.8288005590438843,0.4521852135658264
71,0.8002789616584778,0.46084192395210266,0.831589937210083,0.4496119022369385
72,0.8021096587181091,0.4592285752296448,0.8326359987258911,0.4476879835128784
73,0.8049864768981934,0.4528413414955139,0.8354253768920898,0.44588199257850647
74,0.8042019009590149,0.45219284296035767,0.840655505657196,0.44260478019714355
75,0.8092581033706665,0.4497493505477905,0.8413528800010681,0.4396940767765045
76,0.8144887089729309,0.44634783267974854,0.8444909453392029,0.43714064359664917
77,0.8133554458618164,0.44304174184799194,0.8472803235054016,0.43539828062057495
78,0.8095196485519409,0.44514432549476624,0.8423988819122314,0.43419960141181946
79,0.8149245977401733,0.4405621588230133,0.8465830087661743,0.430238276720047
80,0.8133554458618164,0.43937796354293823,0.8521617650985718,0.4289158880710602
81,0.8173655271530151,0.4362196922302246,0.8518131375312805,0.42750126123428345
82,0.8181501030921936,0.4327801764011383,0.8514644503593445,0.4252015948295593
83,0.8191962242126465,0.4343011975288391,0.857740581035614,0.42412814497947693
84,0.818585991859436,0.43119367957115173,0.8552998900413513,0.4213641583919525
85,0.8218986988067627,0.42890065908432007,0.8566945791244507,0.4192497730255127
86,0.8205910325050354,0.4279927611351013,0.8570432066917419,0.41622307896614075
87,0.8252114057540894,0.423897385597229,0.8566945791244507,0.4154305160045624
88,0.8205910325050354,0.4253148138523102,0.8566945791244507,0.4128531515598297
89,0.8214628100395203,0.4258100390434265,0.8598326444625854,0.41005346179008484
90,0.8291343450546265,0.42000091075897217,0.8605299592018127,0.40798911452293396
91,0.8293086886405945,0.4167414605617523,0.8566945791244507,0.4071634113788605
92,0.8279138803482056,0.41856080293655396,0.8591352701187134,0.40606459975242615
93,0.8279138803482056,0.4161592423915863,0.8605299592018127,0.40655556321144104
94,0.8314880728721619,0.4101353883743286,0.8605299592018127,0.4040992856025696
95,0.8306163549423218,0.4090738296508789,0.8612273335456848,0.40293648838996887
96,0.830267608165741,0.4091964066028595,0.8640167117118835,0.4012412130832672
