epoch,accuracy,loss,val_accuracy,val_loss
0,0.5060587525367737,0.6995441913604736,0.5139470100402832,0.6927362680435181
1,0.5159096717834473,0.6928383111953735,0.5212692022323608,0.6922587156295776
2,0.533257782459259,0.6894481778144836,0.5271966457366943,0.6914214491844177
3,0.535001277923584,0.6862615942955017,0.5362622141838074,0.6898247003555298
4,0.5438932776451111,0.6828575730323792,0.5366109013557434,0.6871538162231445
5,0.558451771736145,0.6790904402732849,0.5442817211151123,0.6835377216339111
6,0.5598465800285339,0.6754160523414612,0.5526499152183533,0.6791115999221802
7,0.5751024484634399,0.6707795858383179,0.5596234202384949,0.6744722127914429
8,0.580420196056366,0.6667490005493164,0.5746164321899414,0.6696580052375793
9,0.5954145193099976,0.6618138551712036,0.5791492462158203,0.6651273369789124
10,0.6079679131507874,0.6552895307540894,0.586471438407898,0.6605790257453918
11,0.6244442462921143,0.647399365901947,0.5944909453392029,0.6540241837501526
12,0.6328131556510925,0.6391924023628235,0.607391893863678,0.64670729637146
13,0.646587073802948,0.6302977800369263,0.6108786463737488,0.6393093466758728
14,0.6526021957397461,0.6201878190040588,0.6237796545028687,0.6313290596008301
15,0.6600993871688843,0.6134312748908997,0.6283124089241028,0.6238606572151184
16,0.668904185295105,0.6045746207237244,0.6408647298812866,0.6172356605529785
17,0.6749193668365479,0.5991105437278748,0.6429567933082581,0.61142498254776
18,0.6753552556037903,0.5922478437423706,0.6548117399215698,0.6060632467269897
19,0.6787551045417786,0.587838888168335,0.6558577418327332,0.6007981300354004
20,0.6858164072036743,0.5822893977165222,0.6621338725090027,0.5953274369239807
21,0.6876471042633057,0.5769605040550232,0.6698047518730164,0.590762734413147
22,0.6978467702865601,0.5713936686515808,0.6820083856582642,0.5868668556213379
23,0.6978467702865601,0.5674859285354614,0.6907252669334412,0.583469808101654
24,0.7083079218864441,0.5641781687736511,0.6924686431884766,0.5796799659729004
25,0.7074361443519592,0.5595002770423889,0.6935146450996399,0.5782093405723572
26,0.7110103964805603,0.5569784045219421,0.6970013976097107,0.5738462805747986
27,0.7131897807121277,0.5537532567977905,0.6987447738647461,0.5713647603988647
28,0.7190306186676025,0.5495349764823914,0.7018828392028809,0.5683716535568237
29,0.7190306186676025,0.5472108721733093,0.7102510333061218,0.5652956366539001
30,0.725132942199707,0.5431622862815857,0.7165272235870361,0.5623703598976135
