epoch,accuracy,loss,val_accuracy,val_loss
0,0.5039132833480835,0.6961539387702942,0.4997588098049164,0.6931352615356445
1,0.5159791111946106,0.6894744038581848,0.5007236003875732,0.6931675672531128
2,0.5198108553886414,0.6860221028327942,0.5031355619430542,0.6929879784584045
3,0.5410891771316528,0.6815407276153564,0.5147129893302917,0.6919395923614502
4,0.5542964339256287,0.6769436597824097,0.5214664936065674,0.6892635226249695
5,0.5768792033195496,0.6698765158653259,0.5499276518821716,0.6841015815734863
6,0.5966900587081909,0.6615985631942749,0.5721176862716675,0.6772341728210449
7,0.6100603342056274,0.6526082754135132,0.5851423144340515,0.6709054708480835
8,0.6217185854911804,0.6419752240180969,0.5904486179351807,0.6643551588058472
9,0.632806122303009,0.6343470215797424,0.5962373614311218,0.6586189866065979
10,0.6343551278114319,0.6275801062583923,0.5928605794906616,0.6581724882125854
11,0.6341920495033264,0.6220381855964661,0.6058852076530457,0.6500077843666077
12,0.6424261927604675,0.6176860332489014,0.6107091307640076,0.6466481685638428
13,0.645605742931366,0.6131470799446106,0.6087795495986938,0.6450257301330566
14,0.6465840339660645,0.6086785197257996,0.6121562719345093,0.6407478451728821
15,0.6541659832000732,0.6019658446311951,0.6208393573760986,0.637853741645813
16,0.654981255531311,0.5990809798240662,0.6198745965957642,0.634124755859375
17,0.6632969379425049,0.5950065851211548,0.6290400624275208,0.6269633173942566
18,0.6606065630912781,0.5918503999710083,0.6338639855384827,0.6228163242340088
19,0.6681885123252869,0.5874346494674683,0.6391702890396118,0.6164368987083435
20,0.6703081727027893,0.5836696028709412,0.6464061737060547,0.6113706231117249
21,0.6767487525939941,0.580239474773407,0.6497828960418701,0.6100491881370544
22,0.67911297082901,0.5777931213378906,0.6623251438140869,0.6020068526268005
23,0.6849828958511353,0.5753270983695984,0.6637722849845886,0.5995326042175293
24,0.6902821063995361,0.5713853240013123,0.6753497123718262,0.595475435256958
25,0.6879178285598755,0.5670627951622009,0.6767969131469727,0.5929510593414307
26,0.6970487236976624,0.5646336674690247,0.6816208362579346,0.5898205041885376
27,0.6932170391082764,0.5634371638298035,0.6859623789787292,0.5866959691047668
28,0.6967226266860962,0.5608589053153992,0.6840327978134155,0.5812869071960449
29,0.6988423466682434,0.5590330362319946,0.6874095797538757,0.578180730342865
30,0.6993314623832703,0.5563662052154541,0.700434148311615,0.5747100710868835
31,0.701288104057312,0.5551801323890686,0.7033284902572632,0.5728680491447449
32,0.7082993388175964,0.5523462295532227,0.7057404518127441,0.570094108581543
33,0.7067503929138184,0.5491766333580017,0.7057404518127441,0.569371223449707
34,0.7062612175941467,0.5498093962669373,0.7057404518127441,0.5649950504302979
35,0.7109897136688232,0.5453872680664062,0.7057404518127441,0.5672907829284668
36,0.7117234468460083,0.54420405626297,0.7124939560890198,0.5607134699821472
37,0.711804986000061,0.544679582118988,0.7192474603652954,0.5607342720031738
38,0.7183271050453186,0.5417792201042175,0.7173178791999817,0.5559917092323303
39,0.7172672152519226,0.536958634853363,0.7235890030860901,0.5541056990623474
40,0.7173487544059753,0.5381579995155334,0.7221418023109436,0.5557512044906616
41,0.7187347412109375,0.5363485813140869,0.726000964641571,0.5508984327316284
42,0.7263981699943542,0.5340731739997864,0.7293776869773865,0.5485861301422119
43,0.7228925228118896,0.5329397916793823,0.7279305458068848,0.5483477711677551
44,0.7247676253318787,0.5285992622375488,0.7346840500831604,0.5426774024963379
45,0.7294961810112,0.5264093279838562,0.7356488108634949,0.5385595560073853
46,0.7318603992462158,0.5269289612770081,0.7337192296981812,0.5402465462684631
47,0.7368335127830505,0.5224376320838928,0.7346840500831604,0.5372735857963562
48,0.7322680354118347,0.5227940678596497,0.7448142766952515,0.5337792634963989
49,0.733980119228363,0.5204129219055176,0.746261477470398,0.5311192274093628
50,0.7385455965995789,0.5197674036026001,0.7472262382507324,0.5287476181983948
