epoch,accuracy,loss,val_accuracy,val_loss
0,0.5131624937057495,0.6952289342880249,0.52668297290802,0.6926765441894531
1,0.5248430967330933,0.6916855573654175,0.5280781388282776,0.6921573281288147
2,0.5335599780082703,0.689454197883606,0.5322636961936951,0.6914398074150085
3,0.547245442867279,0.6868333220481873,0.5395883917808533,0.6903023719787598
4,0.5498605370521545,0.6844704747200012,0.5420299768447876,0.6886362433433533
5,0.5502092242240906,0.6817141175270081,0.5517963171005249,0.6862680315971375
6,0.5607566237449646,0.6779959201812744,0.5517963171005249,0.6832016706466675
7,0.5646792054176331,0.6750844717025757,0.5566794276237488,0.6797791719436646
8,0.5704323649406433,0.670722484588623,0.5598186254501343,0.6761307120323181
9,0.5736575722694397,0.6673041582107544,0.5636553764343262,0.6723558902740479
10,0.5803695917129517,0.6621837615966797,0.5660969614982605,0.6683070659637451
11,0.5854253768920898,0.6580030918121338,0.5664457678794861,0.6641165018081665
12,0.5980648398399353,0.6514873504638672,0.5685385465621948,0.6601175665855408
13,0.6086994409561157,0.6450620293617249,0.5741192698478699,0.6556953191757202
14,0.6214261054992676,0.6378077864646912,0.5824903845787048,0.6503946781158447
15,0.6275278925895691,0.6327182054519653,0.5901639461517334,0.6450899839401245
16,0.6367678046226501,0.6264991760253906,0.6114405393600464,0.6382598876953125
17,0.6466178297996521,0.619979202747345,0.6226020455360413,0.6324257254600525
18,0.6565551161766052,0.6139735579490662,0.6372514963150024,0.6253963708877563
19,0.660041868686676,0.6082149744033813,0.6473665833473206,0.6183778643608093
20,0.6729428172111511,0.6013436913490295,0.650505781173706,0.6124474406242371
21,0.6857566237449646,0.5952412486076355,0.6539937257766724,0.6070506572723389
22,0.6909867525100708,0.5898012518882751,0.6665503978729248,0.600769579410553
23,0.6897664070129395,0.5848109722137451,0.6703871488571167,0.5958380699157715
24,0.6970885396003723,0.582399308681488,0.6780607104301453,0.5898872017860413
25,0.7001394629478455,0.5753658413887024,0.688524603843689,0.5847498774528503
26,0.7058926224708557,0.572124719619751,0.689570963382721,0.5810531377792358
27,0.7128661274909973,0.5676050782203674,0.6996861100196838,0.5762151479721069
28,0.7140864729881287,0.5646761655807495,0.7094523906707764,0.5715658664703369
29,0.7186192274093628,0.5627127885818481,0.7157307267189026,0.5671367049217224
30,0.7172245383262634,0.5587801337242126,0.7160795331001282,0.5646615028381348
31,0.7194037437438965,0.5578162670135498,0.7206138968467712,0.5609684586524963
32,0.7237622141838074,0.5543596744537354,0.7251482605934143,0.5581009984016418
33,0.7275976538658142,0.5519614815711975,0.7251482605934143,0.5550814867019653
34,0.7285565137863159,0.5489279627799988,0.7303801774978638,0.551645040512085
35,0.7263772487640381,0.5466772317886353,0.7303801774978638,0.5492483973503113
36,0.7292538285255432,0.5428458452224731,0.7418904900550842,0.5458393692970276
37,0.732566237449646,0.5418990850448608,0.7457272410392761,0.5426827073097229
38,0.7360529899597168,0.5391077399253845,0.7443320751190186,0.5402250289916992
39,0.7391910552978516,0.5361436009407043,0.7338681817054749,0.5416470766067505
40,0.7432008385658264,0.532124936580658,0.7516567707061768,0.5352211594581604
41,0.7504358291625977,0.531998872756958,0.7474712133407593,0.5342215299606323
42,0.743287980556488,0.5294154286384583,0.7617718577384949,0.5295984745025635
43,0.7453800439834595,0.5262914896011353,0.7631670832633972,0.5271742939949036
44,0.7493026256561279,0.5226552486419678,0.7589815258979797,0.527025580406189
45,0.7465132474899292,0.5232563614845276,0.7603766918182373,0.5239877104759216
46,0.7527022361755371,0.516381025314331,0.769794225692749,0.519365131855011
47,0.7543584108352661,0.5163315534591675,0.7722358107566833,0.5166405439376831
48,0.7575836777687073,0.514160692691803,0.7694454193115234,0.5151156187057495
49,0.7547942996025085,0.511265218257904,0.7718870043754578,0.5136895775794983
50,0.7597628831863403,0.5073822140693665,0.7760725617408752,0.5106089115142822
51,0.7638598084449768,0.5057774186134338,0.7820020914077759,0.5074131488800049
52,0.7612447738647461,0.5054446458816528,0.7799093127250671,0.5054327249526978
53,0.7649930119514465,0.5005653500556946,0.7861876487731934,0.5024905204772949
54,0.7609832882881165,0.4997815787792206,0.7952563762664795,0.4986545741558075
55,0.7655160427093506,0.49981239438056946,0.7949075698852539,0.4977760314941406
56,0.7755404710769653,0.49394679069519043,0.7956051826477051,0.49415382742881775
57,0.7729253768920898,0.49224671721458435,0.7966515421867371,0.49447885155677795
58,0.7725766897201538,0.4898913502693176,0.800488293170929,0.494060754776001
59,0.7801603674888611,0.48791059851646423,0.7990931272506714,0.48860806226730347
60,0.7812935709953308,0.48775339126586914,0.8025810718536377,0.4859659671783447
61,0.778155505657196,0.48294755816459656,0.8001395463943481,0.4852178990840912
62,0.7804219126701355,0.4817810356616974,0.8151378035545349,0.4817225933074951
63,0.7909693121910095,0.4748155474662781,0.8116497993469238,0.47908446192741394
64,0.7857391834259033,0.4781337082386017,0.8172305822372437,0.4763239026069641
65,0.7902719378471375,0.4749640226364136,0.8151378035545349,0.47615426778793335
66,0.786523699760437,0.47714024782180786,0.8064178824424744,0.47519198060035706
67,0.7886157631874084,0.4743029773235321,0.8130449652671814,0.47252562642097473
68,0.7888772487640381,0.4718073308467865,0.8161841630935669,0.46994826197624207
69,0.7903591394424438,0.4707423746585846,0.82071852684021,0.46822112798690796
70,0.7920153141021729,0.4669269323348999,0.8238576650619507,0.4656239151954651
71,0.79471755027771,0.46735680103302,0.8196721076965332,0.46402084827423096
72,0.7889644503593445,0.46810194849967957,0.8235089182853699,0.4631185531616211
73,0.7984658479690552,0.46321141719818115,0.8249040842056274,0.4603036940097809
74,0.7977684736251831,0.4582589864730835,0.8214161396026611,0.45888975262641907
75,0.7957636117935181,0.461081326007843,0.8196721076965332,0.45812490582466125
76,0.7924512028694153,0.46168285608291626,0.8210673332214355,0.4577350914478302
77,0.794891893863678,0.4615896940231323,0.8280432224273682,0.4538397192955017
78,0.7981171607971191,0.4548456072807312,0.8294384479522705,0.45219165086746216
79,0.7933228611946106,0.4552765488624573,0.8235089182853699,0.4506932199001312
80,0.8005578517913818,0.45256879925727844,0.8290896415710449,0.44775259494781494
81,0.8027371168136597,0.45086658000946045,0.83467036485672,0.44748565554618835
82,0.8025627732276917,0.4522266685962677,0.8322288393974304,0.4465574324131012
83,0.803957462310791,0.44625505805015564,0.8297872543334961,0.4437001347541809
84,0.7984658479690552,0.4523257613182068,0.8385071754455566,0.44260141253471375
85,0.8051778078079224,0.4465266764163971,0.8353679776191711,0.4399072229862213
86,0.803957462310791,0.4443594813346863,0.8301360011100769,0.44380080699920654
87,0.7988144755363464,0.44711849093437195,0.8395535349845886,0.4375390410423279
88,0.8020397424697876,0.4432767629623413,0.8360655903816223,0.4373215138912201
89,0.8028242588043213,0.4422922730445862,0.8399023413658142,0.4350370168685913
90,0.8085774183273315,0.44174325466156006,0.8388559222221375,0.434067040681839
91,0.8075313568115234,0.43971455097198486,0.8329263925552368,0.43302538990974426
92,0.8079672455787659,0.4403885006904602,0.8367631435394287,0.43183955550193787
93,0.8082287311553955,0.4366281032562256,0.8423439264297485,0.43171510100364685
94,0.8096234202384949,0.4334728717803955,0.8367631435394287,0.4317091703414917
95,0.810495138168335,0.4366711676120758,0.8405999541282654,0.42632514238357544
96,0.8031729459762573,0.4397638440132141,0.8430414795875549,0.42561736702919006
97,0.8111924529075623,0.43570783734321594,0.8444367051124573,0.4243721067905426
98,0.8117154836654663,0.43307268619537354,0.8433902859687805,0.42255982756614685
99,0.8129358291625977,0.42898061871528625,0.8468782901763916,0.4210248589515686
